BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings
234279,Emergence Dark Ops,2018,"Description from the publisher:&#10;&#10;In Emergence Dark Dark Ops, players compete in a Battle Royale: free-for-all format against one another. Players are tasked to retrieve data to their home base to either upgrade abilities for future use or immediately score points and win. Each player is given a secret ""target player."" Limit your target to the least amount of points, and score massive bonus points, enough to carry you to victory. But be aware that other players will be attempting to sabotage you as well. You won't win Emergence by keeping to yourself. Form soft alliances and timing your betrayal will allow you to gain an advantage, and control the board.&#10;&#10;",2,6,30,90,0.0,0.0,0
39236,Gangster: Der Clou,2008,"Gangster: Der Clou is a small expansion for Gangster. The game is released at Essen 2008 in a limited edition of 999. Components: 4 black gangsters and 1 Lady Rosina Ginger tile.&#10;&#10;The four gangsters give the players more influence on the course of the game and conspirator Lady Rosina Ginger can be called for support.&#10;&#10;Release: Essen 2008&#10;Price: &euro; 4,90&#10;&#10;",2,4,25,25,6.92857,0.0,7
288674,Jurassic Snack: Herbivorex Promo Card,2018,"A new card that allows you to play with a new rule and a different tiles setup.&#10;New rule: During your turn, you can use a T.Rex normally or make it eat grass. You then win the grass tokens eaten this way and activate their effects. Important note: it is not allowed to eat grass and scare a diplodocus away the same turn.&#10;&#10;",2,2,15,15,7.33333,0.0,3
283649,Deep Blue,2019,"Buying this fabled map was a stroke of genius. The most ancient, legendary, and extravagant underwater wrecks are waiting for divers. Diving suits and oxygen tanks are aboard, and the ship is ready to weigh anchor. There's no time to lose! The increased hustle and bustle of the harbor, with ship captains attempting to hire the best divers and historians, can mean only one thing: Other captains have the same map, and the biggest treasure hunt of all time is about to begin!&#10;&#10;Deep Blue is a press-your-luck and engine-building, family game in which players dive for wealth and may join and benefit from other player's diving fortunes. In this game, players have to collect the right crew of divers, sailors, and archeologists, race to wreck sites to claim the best spots to dive from, and scout the seas to discover new wrecks. Players have to take risks if they want to be the most wealthy diver!&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,5,45,45,6.70144,5.99471,1605
15246,Pastiche,1985,"Pastiche is a simple sentence-forming game where the object is to create legal sentences from words drawn from a pile. Components include a letter-sized envelope with cover art by Carl Lundgren, 120 word tiles, 40 punctuation tiles, rules, and a set of score sheets. The rules describe three different games that can be played with the same components.&#10;&#10;",1,4,20,20,0.0,0.0,0
43230,Star Trader's Luck,2009,"This is a dice game where players attempt to maximize profit by traveling from planet to planet buying and selling different types of goods within a limited time.&#10;&#10;The roll of 3 to 5 dice (which can be manipulated to some extent) determines the available goods at the found planet and their level of demand (which basically affects price and maximum buying quantity). Players then decide if they want to sell and/or buy goods there. Also, every action takes time, and how you spend it is very important. Will you spend more time to reach a bigger planet so that the chances of getting cheap cargo will be bigger? or will you travel to smaller planets, hoping to increase the number of trades even though they may be a bit less profitable? Will you try to sell and buy on the same planet to save traveling time, but risk getting a worse deal on one of the transactions? or will you just do one thing, maximizing profit but wasting more time flying through space? Last, will you risk losing your cargo by selling it where it's illegal?&#10;&#10;",1,8,10,10,7.13571,0.0,14
197022,Arctic Dash: A Narwhal Race,2016,"All the tasty fish have been eaten and it's time to make the yearly trek to the wintering grounds. Dash beneath the ice and be the first to the other side.&#10;&#10;Players take turns racing to the front. As the lead narwhal reaches the edge, she decides how the path is laid out. But don't get discouraged: foil the leader with a lucky roll and force the race along inconvenient paths through slowing seaweed or around rocky walls. ""Bump"" into other players in the hopes of gaining a bit more lead with a lucky roll of the dice.&#10;&#10;Arctic Dash is designed to keep the race close, provide a few avenues for light strategy, but also not penalize younger, less experienced gamers.&#10;&#10;",3,5,8,15,7.1,0.0,9
246205,Peak Oil: Spillover,2018,"Welcome to the near future. Welcome to Spillover, the first expansion for Peak Oil.&#10;&#10;Spillover enriches and diversifies Peak Oil by adding variant cards, which change the fundamental rules of the game, and new Demand, Risk, and Security markers. You need the base game to play.&#10;&#10;The variant cards introduce new ways to play Peak Oil. They're divided into the categories General, Agents, PR, Endgame, and Scoring, depending on the aspect of the game that they affect. In each game, you can use up to one from each of the five categories, allowing for up to 42 millions of different combinations (made up number).&#10;&#10;The new cardboard markers can be used with or without the variant cards. There are new refineries to ship oil to, new dangers to be found on the shipping routes and new Security markers.&#10;&#10;",2,5,45,75,6.82167,5.51929,30
281474,Lands of Galzyr,2022,"Lands of Galzyr is an adventuring game with an open and persistent world, with everyone's actions having consequences in both the current and future games. Players assume the roles of cunning adventurers traversing the lands while completing quests and trying to gather fame and prestige.&#10;&#10;Each game continues where the previous one ended thanks to a clever save-and-load mechanism, with no need for paper-and-pencil bookkeeping. You can play the game as many times as you wish and even swap players between sessions.&#10;&#10;Lands of Galzyr is set in Daimyria, the same world as both the Dale of Merchants series and Dawn of Peacemakers. Go adventuring with both familiar and new animalfolks!&#10;&#10;&mdash;description from the publisher&#10;&#10;",1,4,60,150,8.02456,6.56059,1730
243420,Treecolo,2015,"Memorise and find the hidden fruits and vegetables corresponding to spring, summer, autumn and winter. Be the smartest to complete your season first, but watch out for the wind and the lumberjack !&#10;&#10;A game which allows children to practice their memory and observation skills.&#10;&#10;",2,4,0,30,0.0,0.0,0
257945,Die kleine Hexe: Das turbulente Flug- und Suchspiel,2018,"In Die kleine Hexe: Das turbulente Flug- und Suchspiel, the young players can accompany the little witch and help her to do good deeds.&#10;&#10;At the start of the game, distribute tiles with good deeds around the room. During the game, the child with the flying little witch must find the different good deeds, collect them with the magnetic broom, and bring to the other children.&#10;&#10;",2,4,0,0,6.25,0.0,4
64034,Legends of the Raven,2008,"Legends of the Raven is a dice game produced by Singapore company, Real Gamer Pte Ltd. &#10;The sets come with equipment for a single player and two sets are required to play this two-player game. Each set has a plastic container containing six special dice (each die shows a picture of a raven and two to six pips on the sides). Half of the container has a transparent wall to allow players to see their own dice. &#10;The game mechanism is similar to Liar's Dice, with players stating higher and higher numbers of specific faces of dice, until one or the other player is forced to call the other player's bluff (or truthful call). The raven side of the die is treated like a wild card, but once a number of ravens is called, may no longer be used as a wild card.&#10;Sets come as Classic or Gold editions - Gold editions have sturdier containers. The Classic edition has dice with either black or purple pips; the Gold edition has dice with blue pips. In all editions, the ravens are black.&#10;The theme of the game is linked to a fantasy story, which is also on sale at the website.&#10;&#10;",2,2,0,0,0.0,0.0,0
15262,Firefighter Search & Rescue,2002,"From the Rulebook:&#10;&#10;There's a fire at the Bakers' house, and the firefighters have arrived to put out the flames and save the family! Are you brave enough to help them?&#10;&#10;Rescue family members (including the cat and dog) by carrying them back to START. Avoid flame tiles - they'll slow you down! Earn one Bravery point for each family member you rescue. If you rescue the last family member, you'll earn the Hero Medal, worth 2 Bravery points! After everyone has been rescued, the firefighter with the most Bravery points wins the game!&#10;&#10;",2,4,20,20,5.73,0.0,10
