BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings,Mechanics,Categories
188323,Chibi-Robo! Zip Lash,N/A,"""Chibi-Robo! Zip Lash, known in Japan as Nagenawa Akushon! Guruguru! Chibi-Robo! (&#227;&#129;&#170;&#227;&#129;&#146;&#227;&#129;&#170;&#227;&#130;&#143;&#227;&#130;&#162;&#227;&#130;&#175;&#227;&#130;&#183;&#227;&#131;&#167;&#227;&#131;&#179;&#239;&#188;&#129;&#227;&#129;&#144;&#227;&#130;&#139;&#227;&#129;&#144;&#227;&#130;&#139;&#239;&#188;&#129;&#227;&#129;&#161;&#227;&#129;&#179;&#227;&#131;&#173;&#227;&#131;&#156;&#239;&#188;&#129;) is a Nintendo 3DS game released in Japan and North America in October 2015, and in Europe and Australia in November 2015. A Chibi-Robo amiibo was also produced to interact with the game.""&#10;&#10;Source: Wikipedia, ""[en.wikipedia.org/wiki/Chibi-Robo%21_%28series%29%23Chibi-Robo.21_Zip_Lash Chibi-Robo! (series)]"", available under the CC-BY-SA License.&#10;&#10;",1,1,N/A,N/A,4.75,0,4,[],[]
278416,Donning the Purple: Votes & Virtue expansion,2020,"Votes & Virtue is an expansion to Donning the purple and includes lots of new content that will create new headaches to the ruling emperor.&#10;&#10;&#10;     A new role, called the General, with a unique player mat. If he becomes to popular among the legions they will proclaim him as the new emperor.&#10;     A 4th player that starts the game as the General.&#10;     A senate phase. Where all players uses their senators to vote over important things that affect the empire.&#10;     An extra player mat for the heir with a unique action.&#10;     Lots of new cards&#10;&#10;&#10;&mdash;description from the publisher&#10;&#10;",1,4,70,120,7.51406,5.57666,87,"['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Variable Player Powers', 'Voting', 'Worker Placement']","['Ancient', 'Civilization', 'Economic', 'Expansion for Base-game', 'Fighting', 'Political']"
94547,"Dust Tactics: Laser Sturmgrenadiere Squad – ""Laser Grenadiers""",2011,"New expansion boxes for Dust Tactics will take your game to the next level! Featuring new tactical options for your Allied and Axis armies, these primed, unpainted miniatures will expand and enhance your existing forces.&#10;&#10;The Axis&rsquo; Laser Grenadiers stand ready to reduce enemy armored units to piles of twisted metal. With their ability to hit from a distance with lasers that can cut through almost any type of armor, Laser Grenadiers can tear apart even the toughest foes.&#10;&#10;These Grenadiers represent a brand new generation of Axis soldiers. Composed of veterans with invaluable experience, these units appear terrifying in their unique body armor. They are renowned for their advanced firearms training and solid engineering abilities, which make them an asset to any Axis army.&#10;&#10;Bring these new troops to the battlefield and decide the fate of the world!&#10;&#10;(Publisher's Website)&#10;&#10;",2,4,45,45,7.51316,5.53274,38,"['Action Points', 'Dice Rolling', 'Modular Board']","['Expansion for Base-game', 'Miniatures', 'Science Fiction', 'World War II']"
211318,A Quiver of Crows,N/A,A twin-stick shmup set in a grim world cursed by demons and ghouls.&#10;&#10;Source: The Game Website.&#10;&#10;,1,1,N/A,N/A,0,0,0,[],[]
131119,The Very Bad Game,2010,"The Very Bad Game is a board game based on the wacky characters and themes of the immensely popular Bad Book series by Andy Griffiths - one of Australia's most successful writers.&#10;&#10;How to play:&#10;""For ages 7 and up, the game is easy to play and always fun. Players race around Badtown trying to find the 4 missing pieces of their lost pet. But it's not easy! They have to get past the weird and wacky folk of Badtown - who will send them every which way around the board for all kinds of very bad reasons. And watch out - the whole town may even blow up! It's a lot of nonsense and riotous family fun!""&#10;&#10;Three dice are used - The Bad Die, The Very Bad Die and The Highway Die (which is used to cross the highways).&#10;&#10;The game is expected to be the must-have companion to the Bad Book Series and the perfect gift for the hundreds of thousands of Griffith's fans. Developed in partnership with Andy Griffiths, The Very Bad Game is a genuine extension to the books - including 200 hilarious Very Bad Cards.&#10; It is cetain to bring hours of family fun with excellent game play, laughter, the enjoyment of reading and a little strategy. It is also a visual treat! Just like the books, the game includes hundreds of illustrations and a stunning game board by Terry Denton that bring the world of Badtown to life as only Terry can.&#10;(Source: Relatively Creative website)&#10;&#10;",2,6,0,0,4.66667,0,3,"['Dice Rolling', 'Set Collection']","[""Children's Game"", 'Dice', 'Humor', 'Novel-based']"
185252,"Wisdom from the Wastelands (Issue 51 - Sep 30, 2015)",N/A,"From publisher blurb:&#10;&#10;Issue #51: Mutated Animal/Plant Genotypes&#10;&#10;When a player character wishes to play a mutated animal or plant, he has several choices to make. Animals alone represent a large category but can actually be mammal, reptile, amphibian, avian, or even  insect, and plants are no less diverse. Most animals have different types of advantages and disadvantages &mdash; some are very strong, while others are very agile, some can fly, some breathe water. Plant capabilities and drawbacks can be even more strange and profound.&#10;&#10;What kind of animal do you want to play? How &ldquo;human&rdquo; do you want your animal character to be? Do you want to be able to use weapons and tools? Do you want to be able to talk? Walk like a human? This expanded issue of Wisdom from the Wastelands answers those questions and guides you through the process of playing a mutated animal or plant character!&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
92517,Great 1000 Miles Rally,N/A,"User Summary&#10;&#10;A driving game with a psuedo 3d view. Brilliant color and lots of background graphics help make this game more interesting. View vary from overhead and 3/4 angle.&#10;&#10;Unlike many racing games of the time, this is hotseat instead of head to head.&#10;&#10;Cars chosen are classics, roadsters and the like.&#10;&#10;",1,2,N/A,N/A,0,0,0,[],[]
255224,J'apprends le calcul mental en jouant,2018,"An educational mathematical game for children and parents.&#10;&#10;In this simple speed game, players are dealt cards with numbers. One after another, they reveal their current card: if colors match between 2 cards already placed face up on the table, the first player to say out loud the proper solution of the mathematical operation (addition, subtraction or multiplication) wins both cards. The last player to have cards remaining in their deck wins the game.&#10;&#10;",1,6,10,20,8,0,1,['Pattern Recognition'],"['Educational', 'Math', 'Real-time']"
190917,Arcane - The Stone Circle: Episode 2,N/A,"In the mid-1920's, three investigators track the strange actions of a secret society plotting the return to Earth of a powerful ancient occult extra-terrestrial entity. Will you dare to delve into the depths of darkness and forgotten realms where depraved humans perpetuate unspeakable pagan rites and worship mighty malevolent supernatural beings?&#10;&#10;Source: Archived Developer Website.&#10;&#10;Episode 2: Following her performance with the London Philharmonic, Ophelia retreats to her dressing room, troubled by psychic visions.&#10;&#10;Source: Archived Publisher Website.&#10;&#10;",1,1,N/A,N/A,0,0,0,[],[]
138877,Dark Side of the Moon,N/A,"From the Back of the Box&#10;&#10;""Prepare yourself for the most revolutionary adventure game ever created.&#10;&#10;As the central figure in an epic science fiction story, you'll struggle to learn the ultimate secret behind your uncle's mysterious death. Your quest will take you to the depths of a dangerous mining colony on the far side of the galaxy. But be warned. Nothing is what it seems. And the stakes are much higher than you could ever dream.&#10;&#10;Go beyond static screens, expressionless polygons, and randomly placed puzzles to the next generation of adventure gaming: Dark Side of the Moon - an experience so real and so suspenseful, you'll have to keep reminding yourself: It's only a game. It's only a game. Welcome to the Dark Side.&#10;&#10;Dark Side of the Moon is a sci-fi adventure that will immerse you in 360&deg; of completely seamless, incredibly realistic, motion-picture quality gaming.""&#10;&#10;",1,1,N/A,N/A,0,0,0,[],[]
132332,Speedy Gonzales,N/A,Takes Speedy Gonzales through 6 levels each with 3 zones and a boss fight.  Gameplay is reminiscent of older Sonic the Hedgehog titles.&#10;&#10;- User Summary&#10;&#10;,1,1,N/A,N/A,0,0,0,[],[]
30732,Rund um den Kalender,2006,A children's game (Ages 4 - 7) in which players move around the board collecting cards representing the cycle of nature (the seasons).  In the process they learn the days of the week and months of the year.  A dexterity element occurs when one player must drop the four-seasons card and another player must quickly catch it.&#10;&#10;,2,4,15,15,4.41667,0,18,[],"['Action / Dexterity', ""Children's Game"", 'Educational']"
217248,Supply Train,2004,A One-Round Living Greyhawk Perrenland Interactive Adventure&#10;&#10;From the introduction:&#10;&#10;You are to covertly ship out four crates of very valuable bless weapon vials (200 in all) back to the monastery.  They will be vital for the defense.&#10;&#10;,N/A,N/A,N/A,N/A,0,0,0,[],[]
147743,NHL 14,N/A,"NHL 14 is an ice hockey video game developed by EA Canada and published by EA Sports. It is the 23rd installment of the NHL series and was released on September 10, 2013 in North America, and September 13, 2013 in Europe as well as Australia and New Zealand.&#10;&#10;NHL 14 has overhauls to two game engines, based on other sports titles developed by EA Canada. The collision physics are now powered by the same core technology behind the FIFA Player Impact Engine. For more realistic fights, the game employs the new Enforcer Engine based on the Fight Night series. In addition, the True Performance Skating engine got some more improvements, and the game has a new deking system. The game's Be a Pro career mode now has off-the-ice interactions to dictate the player's overall legacy. NHL 14 will also feature a modernized version of NHL '94, called NHL '94 Anniversary mode, featuring current rosters and updated graphics to commemorate the game's 20th anniversary.&#10;&#10;Source: Wikipedia, ""NHL 14"", available under the CC-BY-SA License.&#10;&#10;",1,14,N/A,N/A,7.25,0,8,[],[]
122271,Defenders of the Realm: Battlefields,2012,"Defenders of the Realm: Battlefields is set in the world of Richard Launius' Defenders of the Realm, but is a stand-alone, non-cooperative game in which players compete against one another either one-on-one, two-on-one, or two-on-two. One side represents the Dark Lord's invading army, while the other plays the heroes defending the realm.&#10;&#10;Fourteen battlefield cards are included in the game, and three are laid out at random over which the sides will compete. Players take turns playing cards onto one of the battlefields in play in order to build up enough strength to claim that battlefield card. (Players hold seven cards with two players, five cards with four, and eight vs. four/four with three.)&#10;&#10;Each battlefield card bears a special power that the winner of that card receives as a reward, such as ""Remove all cards from one battlefield"", ""Choose the next battlefield to activate"", and ""Force the loser to give up one won battle"".&#10;&#10;The first team to claim any five battlefields or three battlefields of the same color wins, although rules are provided for shorter games.&#10;&#10;",2,4,30,30,5.94174,5.52478,163,"['Dice Rolling', 'Hand Management']","['Dice', 'Fantasy', 'Fighting', 'Medieval']"
30258,Bugged!,2001,In Bugged! You can play one of the four main races that inhabit the galaxy in an attempt to wipe out any opposition. You could be anything from the mutant bugs with their limited intelligence but powerful weapons to the more resourceful but heavily outnumbered human marines.&#10;&#10;It is a hex-based wargame that uses cards to add spice to what units can do. It is available free to print & play but the designer states that it has never been play tested and welcomes feedback.&#10;&#10;,2,2,0,0,3,0,1,"['Dice Rolling', 'Hexagon Grid', 'Variable Player Powers']","['Science Fiction', 'Wargame']"
